job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00145,ai product manager,149053,USD,EX,FT,Austria,S,Austria,0,"GCP, Linux, R, Hadoop",Master,17,media,2024-11-17,2024-12-26,652,5.5,Smart Analytics
AI00146,principal data scientist,88230,USD,MI,FT,Austria,L,Austria,0,"TensorFlow, Git, Azure, Python",Associate,4,education,2024-05-22,2024-07-27,1984,7.6,Deeptech Ventures
AI00147,ai research scientist,224919,USD,EX,FL,Australia,M,Switzerland,100,"Kubernetes, Deep Learning, PyTorch",Associate,19,education,2024-12-02,2025-01-24,911,5.7,Techcorp Inc
AI00148,machine learning researcher,220439,EUR,EX,PT,Netherlands,S,Netherlands,100,"SQL, Data Visualization, GCP, Deep Learning, MLOps",Associate,12,manufacturing,2024-03-30,2024-04-15,1795,9.9,Techcorp Inc
AI00149,nlp engineer,48861,USD,EN,PT,Finland,S,Finland,100,"GCP, Python, Computer Vision, Git",Bachelor,0,healthcare,2024-07-04,2024-08-11,1031,8.1,Deeptech Ventures
AI00150,ai specialist,115841,USD,SE,FL,United States,S,United States,0,"TensorFlow, Kubernetes, Deep Learning",PhD,7,healthcare,2024-10-25,2024-12-11,1446,7.2,Quantum Computing Inc
AI00151,nlp engineer,57266,USD,MI,FL,Ireland,M,Ireland,0,"Computer Vision, PyTorch, Linux, TensorFlow",Bachelor,3,media,2024-08-11,2024-08-26,1075,7.3,Neural Networks Co
AI00152,deep learning engineer,66384,USD,MI,CT,Australia,S,Israel,0,"Git, Tableau, Hadoop, Computer Vision",Associate,2,government,2024-04-21,2024-05-24,1421,9.1,Autonomous Tech
AI00153,data analyst,184637,USD,EX,PT,Sweden,S,Sweden,100,"R, SQL, Data Visualization",Bachelor,11,government,2024-05-23,2024-07-09,2292,5.5,Machine Intelligence Group
AI00154,ai research scientist,92445,EUR,MI,CT,Netherlands,M,Finland,50,"Linux, Python, Scala, Docker",Bachelor,4,technology,2024-10-22,2024-12-24,826,9.2,Datavision Ltd
AI00155,machine learning researcher,57388,USD,EN,FL,Canada,L,Canada,0,"Python, GCP, TensorFlow",Associate,1,consulting,2024-01-12,2024-02-12,1684,8.3,Smart Analytics
AI00156,head of ai,53374,USD,MI,PT,China,M,China,0,"Docker, Deep Learning, R",PhD,2,government,2024-06-22,2024-07-31,2224,9.5,Algorithmic Solutions
AI00157,ai research scientist,95716,USD,SE,CT,Finland,S,Finland,50,"Git, Spark, Azure, Statistics",PhD,6,media,2024-03-19,2024-04-05,1811,7.4,Digital Transformation Llc
AI00158,nlp engineer,157091,USD,MI,FL,Norway,L,Norway,0,"Python, Java, Kubernetes, SQL, NLP",PhD,2,transportation,2025-03-04,2025-03-24,1002,7.7,Datavision Ltd
AI00159,ml ops engineer,204144,USD,SE,FL,Norway,L,Norway,100,"Hadoop, Mathematics, Linux",PhD,8,telecommunications,2024-12-12,2025-01-03,1663,9.5,Autonomous Tech
AI00160,ai software engineer,190314,EUR,EX,CT,Netherlands,M,Netherlands,100,"GCP, Computer Vision, Scala, AWS, Linux",PhD,12,government,2024-05-23,2024-07-22,521,9.9,Digital Transformation Llc
AI00161,principal data scientist,198403,USD,EX,FL,Denmark,M,Israel,50,"Data Visualization, SQL, Scala",Associate,15,media,2024-03-14,2024-04-21,944,9.1,Digital Transformation Llc
AI00162,research scientist,153040,USD,SE,CT,Canada,L,Canada,50,"SQL, Tableau, Statistics, GCP",Bachelor,7,manufacturing,2024-06-25,2024-08-23,1112,8.2,Autonomous Tech
AI00163,ai software engineer,51898,USD,MI,FL,Israel,S,Israel,0,"Deep Learning, Python, NLP",Associate,2,consulting,2024-10-05,2024-11-26,721,8.9,Machine Intelligence Group
AI00164,ai architect,115191,EUR,SE,FL,Germany,S,Netherlands,0,"R, AWS, Git, Tableau",Associate,7,education,2024-07-10,2024-09-04,2362,5.7,Advanced Robotics
AI00165,ml ops engineer,170139,USD,SE,PT,United States,L,Denmark,50,"Python, Spark, Hadoop",Bachelor,5,technology,2025-01-30,2025-03-27,578,9.6,Future Systems
AI00166,ml ops engineer,63860,USD,EN,CT,Canada,L,Canada,100,"Linux, TensorFlow, GCP, Docker, Azure",Master,0,gaming,2024-08-02,2024-09-28,2424,9.5,Autonomous Tech
AI00167,nlp engineer,125152,USD,MI,CT,Norway,M,Norway,100,"TensorFlow, Docker, AWS, Spark",PhD,3,retail,2024-08-11,2024-08-31,2348,6.6,Smart Analytics
AI00168,ai software engineer,61572,USD,EN,CT,South Korea,L,South Korea,50,"Linux, Azure, Kubernetes",Bachelor,0,healthcare,2024-07-19,2024-09-08,2485,7.1,Datavision Ltd
AI00169,head of ai,101054,EUR,MI,CT,Germany,M,Israel,50,"Statistics, Tableau, Java, Data Visualization, NLP",Master,3,transportation,2024-01-06,2024-02-26,986,8.5,Autonomous Tech
AI00170,data engineer,145355,USD,EX,CT,Canada,S,Canada,100,"Spark, Linux, AWS, Deep Learning",Master,13,media,2024-08-25,2024-09-12,685,9.6,Deeptech Ventures
AI00171,deep learning engineer,183484,USD,EX,FT,Singapore,S,Singapore,100,"Scala, Data Visualization, TensorFlow, Mathematics, Java",Master,19,gaming,2024-11-20,2025-01-01,834,7.7,Autonomous Tech
AI00172,ai product manager,111997,USD,MI,CT,Singapore,L,Singapore,100,"PyTorch, Scala, Hadoop, Docker, Computer Vision",PhD,2,technology,2025-03-15,2025-04-14,1535,6.6,Neural Networks Co
AI00173,ai specialist,214195,GBP,EX,PT,United Kingdom,M,Sweden,100,"Tableau, GCP, Python",Bachelor,19,manufacturing,2025-03-13,2025-04-11,1254,5.2,Smart Analytics
AI00174,ai software engineer,93211,USD,SE,PT,India,M,United Kingdom,50,"Python, TensorFlow, GCP, Java",Master,9,manufacturing,2025-01-08,2025-02-03,1474,9.3,Machine Intelligence Group
AI00175,deep learning engineer,82209,EUR,EN,PT,Germany,L,Germany,100,"Statistics, TensorFlow, Python",Master,1,transportation,2024-11-09,2024-12-23,859,7.0,Smart Analytics
AI00176,ai software engineer,149669,EUR,SE,PT,Germany,M,Germany,50,"Scala, Hadoop, Azure",Associate,9,retail,2024-11-01,2024-11-23,2291,6.2,Predictive Systems
AI00177,ai software engineer,56825,USD,MI,PT,China,M,China,50,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,government,2024-07-11,2024-08-02,2301,9.5,Ai Innovations
AI00178,research scientist,131635,USD,MI,FT,Denmark,L,Denmark,50,"Kubernetes, Git, GCP, NLP",PhD,2,manufacturing,2024-03-10,2024-04-16,715,8.2,Techcorp Inc
AI00179,nlp engineer,163843,USD,SE,FL,Norway,L,Norway,50,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,telecommunications,2024-09-20,2024-10-23,1723,8.5,Algorithmic Solutions
AI00180,ai consultant,73281,USD,MI,CT,India,L,India,0,"Deep Learning, Azure, Python",Bachelor,2,technology,2025-01-28,2025-02-21,1753,5.5,Cloud Ai Solutions
AI00181,principal data scientist,51907,USD,MI,CT,South Korea,M,South Korea,50,"Statistics, AWS, Java, PyTorch",Associate,3,technology,2024-10-07,2024-12-06,1290,8.3,Datavision Ltd
AI00182,nlp engineer,178240,EUR,EX,FL,Netherlands,S,Netherlands,50,"Python, Spark, TensorFlow",Bachelor,12,real estate,2024-06-01,2024-07-15,2461,8.5,Autonomous Tech
AI00183,machine learning researcher,83226,USD,SE,FT,Ireland,S,Israel,0,"SQL, Docker, Linux, GCP",Master,7,technology,2024-11-19,2025-01-02,1227,7.9,Advanced Robotics
AI00184,ai product manager,46995,USD,EN,FT,Austria,S,Austria,100,"PyTorch, NLP, MLOps, Azure",Master,1,finance,2024-07-07,2024-08-01,1212,5.9,Datavision Ltd
AI00185,ai research scientist,275296,USD,EX,FT,Switzerland,L,Switzerland,0,"Docker, Azure, NLP",Associate,14,transportation,2024-02-06,2024-03-14,1483,7.0,Datavision Ltd
AI00186,deep learning engineer,300422,USD,EX,PT,Denmark,M,India,100,"Python, TensorFlow, R",Bachelor,11,education,2024-09-30,2024-11-18,2385,9.9,Machine Intelligence Group
AI00187,ai product manager,116704,USD,MI,CT,Canada,L,Canada,100,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,finance,2024-03-30,2024-04-15,1540,9.8,Autonomous Tech
AI00188,ai specialist,98422,USD,EN,PT,United States,L,United States,0,"Java, Python, Mathematics",PhD,0,transportation,2024-05-23,2024-07-07,673,9.4,Cloud Ai Solutions
AI00189,machine learning researcher,210249,USD,EX,PT,Norway,M,Singapore,100,"Mathematics, Docker, Deep Learning",Master,15,gaming,2024-12-20,2025-02-15,1219,6.4,Machine Intelligence Group
AI00190,nlp engineer,67708,USD,MI,FL,South Korea,S,France,0,"NLP, R, Scala, Computer Vision, Azure",Master,3,manufacturing,2024-06-10,2024-07-20,1393,7.6,Algorithmic Solutions
AI00191,data engineer,95796,USD,EX,FL,Austria,S,Austria,100,"Python, TensorFlow, Scala, AWS",Master,13,consulting,2024-10-15,2024-12-25,1933,5.8,Advanced Robotics
AI00192,head of ai,229098,USD,EX,PT,Denmark,L,China,50,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,government,2024-02-01,2024-03-25,2004,8.5,Predictive Systems
AI00193,ml ops engineer,134300,USD,EX,CT,Ireland,S,Ireland,50,"Java, Python, Deep Learning, Statistics",Master,11,education,2024-07-14,2024-09-16,2111,5.0,Predictive Systems
AI00194,ai specialist,74408,USD,EN,CT,Australia,M,Norway,100,"TensorFlow, Docker, R, NLP, Java",Associate,1,automotive,2024-08-07,2024-09-24,1036,7.9,Machine Intelligence Group
AI00195,ai architect,201971,EUR,EX,FT,Netherlands,M,Australia,0,"Java, Scala, Tableau",PhD,13,technology,2024-07-17,2024-09-11,991,6.8,Future Systems
AI00196,ai software engineer,180764,EUR,EX,CT,France,S,France,100,"GCP, TensorFlow, Data Visualization",Master,17,gaming,2025-02-17,2025-03-16,1244,7.6,Ai Innovations
AI00197,principal data scientist,49644,USD,EN,CT,China,L,Canada,100,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,finance,2025-02-15,2025-03-26,2266,5.5,Future Systems
AI00198,ai product manager,89115,USD,SE,CT,South Korea,M,South Korea,50,"MLOps, Python, Linux, NLP",Master,7,energy,2025-03-22,2025-05-19,684,6.3,Neural Networks Co
AI00199,ai software engineer,38540,USD,EN,PT,Austria,S,Austria,0,"Linux, Kubernetes, Spark, Java",Associate,1,technology,2025-01-29,2025-02-27,2144,7.6,Smart Analytics
AI00200,ai product manager,180252,USD,SE,FT,United States,L,United States,50,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",Master,7,telecommunications,2024-02-14,2024-04-07,1711,6.3,Future Systems
AI00201,robotics engineer,56585,EUR,EN,FT,Netherlands,S,Netherlands,0,"MLOps, Java, AWS, NLP, PyTorch",Master,1,gaming,2024-10-25,2024-11-13,1647,6.1,Cloud Ai Solutions
AI00202,ai specialist,103942,USD,SE,FL,Sweden,M,Sweden,0,"Statistics, Python, TensorFlow",PhD,5,education,2025-02-07,2025-03-06,1636,5.5,Smart Analytics
AI00203,autonomous systems engineer,176009,GBP,SE,FL,United Kingdom,L,United Kingdom,50,"PyTorch, SQL, TensorFlow, Git, Azure",Bachelor,9,automotive,2024-02-25,2024-03-31,2270,6.6,Quantum Computing Inc
AI00204,ai specialist,59056,USD,MI,CT,Ireland,M,Ireland,50,"Scala, SQL, Deep Learning, Statistics, GCP",Associate,2,healthcare,2024-08-23,2024-10-18,2262,6.0,Predictive Systems
AI00205,ai consultant,76940,USD,MI,FT,Austria,M,Austria,0,"AWS, Scala, Docker",Associate,3,transportation,2025-03-29,2025-05-31,1948,7.5,Cognitive Computing
AI00206,machine learning engineer,110341,GBP,SE,CT,United Kingdom,M,Canada,0,"Spark, Kubernetes, Mathematics",PhD,7,retail,2025-03-20,2025-05-08,2231,5.6,Smart Analytics
AI00207,data scientist,102922,GBP,MI,FL,United Kingdom,L,United Kingdom,0,"Python, SQL, Git",Associate,4,government,2024-06-14,2024-07-05,773,7.4,Digital Transformation Llc
AI00208,machine learning researcher,44130,USD,EN,FT,Japan,S,Switzerland,0,"Python, GCP, Docker, Git, Java",Master,0,technology,2024-11-22,2024-12-20,2330,8.7,Datavision Ltd
AI00209,data engineer,128112,USD,SE,CT,Singapore,L,Singapore,100,"Mathematics, Hadoop, Tableau",Associate,5,telecommunications,2024-11-26,2025-01-20,2129,9.3,Quantum Computing Inc
AI00210,data analyst,48892,EUR,EN,CT,France,M,Ireland,100,"Linux, Python, NLP",Bachelor,0,consulting,2024-10-08,2024-12-09,2296,6.6,Datavision Ltd
AI00211,research scientist,127478,GBP,MI,CT,United Kingdom,L,United Kingdom,50,"Java, Docker, Hadoop",Master,4,transportation,2025-03-26,2025-04-29,2495,7.8,Datavision Ltd
AI00212,ai research scientist,100524,USD,SE,FL,Finland,M,Finland,0,"Python, Kubernetes, Statistics, TensorFlow",PhD,6,gaming,2024-03-29,2024-05-25,1274,5.6,Techcorp Inc
AI00213,deep learning engineer,45429,USD,EN,FT,Japan,L,Netherlands,0,"GCP, Deep Learning, Python, MLOps",Associate,0,gaming,2024-09-14,2024-09-30,1854,6.8,Algorithmic Solutions
AI00214,ml ops engineer,62262,USD,MI,FT,Austria,L,France,100,"R, SQL, AWS, MLOps, Data Visualization",Bachelor,4,healthcare,2025-03-19,2025-04-07,1358,9.4,Ai Innovations
AI00215,ai specialist,68595,USD,MI,FT,China,S,China,50,"Azure, Python, TensorFlow, Data Visualization",Master,4,manufacturing,2024-01-30,2024-02-29,1954,7.5,Machine Intelligence Group
AI00216,ai software engineer,301038,USD,EX,PT,Norway,M,Norway,50,"GCP, Azure, Deep Learning, Spark, SQL",PhD,18,media,2025-04-15,2025-05-13,1248,5.5,Cognitive Computing
AI00217,robotics engineer,46253,USD,EN,CT,China,M,China,0,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",Associate,1,government,2025-04-15,2025-05-30,854,7.9,Datavision Ltd
AI00218,nlp engineer,59644,USD,EN,PT,Australia,M,Australia,0,"R, Docker, GCP, Java",Associate,0,consulting,2024-04-20,2024-05-27,646,8.7,Future Systems
AI00219,principal data scientist,53960,USD,MI,PT,Finland,M,Finland,0,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",Master,3,telecommunications,2024-07-15,2024-08-16,1401,9.7,Digital Transformation Llc
AI00220,computer vision engineer,94894,EUR,EN,PT,Netherlands,L,Netherlands,50,"AWS, Hadoop, Python, Scala, Computer Vision",Associate,1,real estate,2025-03-02,2025-04-13,1931,8.5,Autonomous Tech
AI00221,autonomous systems engineer,91611,USD,SE,CT,Israel,L,Israel,0,"PyTorch, SQL, Kubernetes",Associate,5,finance,2024-09-08,2024-11-12,1885,7.0,Digital Transformation Llc
AI00222,nlp engineer,285880,EUR,EX,FL,Netherlands,L,Canada,50,"SQL, Linux, Tableau, MLOps, Spark",Master,18,finance,2024-04-15,2024-05-08,1537,9.2,Smart Analytics
AI00223,ai architect,115263,GBP,MI,FL,United Kingdom,L,United Kingdom,50,"Mathematics, Hadoop, Scala, NLP, Kubernetes",Bachelor,3,finance,2025-01-25,2025-02-22,1423,6.9,Machine Intelligence Group
AI00224,research scientist,51882,USD,MI,CT,China,S,China,50,"Scala, R, SQL",Associate,3,technology,2024-02-07,2024-03-23,1379,9.0,Quantum Computing Inc
AI00225,data scientist,82051,EUR,MI,PT,Germany,M,Canada,100,"Java, Python, MLOps, Docker",Master,2,automotive,2025-04-20,2025-05-24,1220,6.1,Predictive Systems
AI00226,ml ops engineer,122331,USD,SE,FL,Canada,L,Canada,0,"SQL, NLP, Python",PhD,5,retail,2025-02-08,2025-03-07,503,5.7,Cognitive Computing
AI00227,ai product manager,159643,USD,SE,PT,United States,S,United States,100,"Data Visualization, Linux, GCP, Hadoop",Master,5,gaming,2024-01-27,2024-03-03,951,5.3,Digital Transformation Llc
AI00228,research scientist,254305,GBP,EX,FL,United Kingdom,M,United Kingdom,50,"Hadoop, Python, Linux, Mathematics",Bachelor,15,transportation,2024-03-09,2024-03-26,1534,9.4,Deeptech Ventures
AI00229,data analyst,52027,USD,MI,PT,South Korea,M,South Korea,100,"Kubernetes, Linux, Tableau, MLOps, Statistics",Master,2,retail,2024-04-18,2024-05-18,2036,5.7,Smart Analytics
AI00230,robotics engineer,43072,USD,EN,PT,India,S,United Kingdom,100,"Docker, PyTorch, Spark, TensorFlow, NLP",Associate,0,energy,2025-01-15,2025-03-10,700,8.3,Future Systems
AI00231,research scientist,87011,EUR,MI,FL,France,L,India,50,"Tableau, Linux, PyTorch, Java, AWS",PhD,4,gaming,2025-03-30,2025-05-13,2261,8.5,Future Systems
AI00232,ai research scientist,36734,USD,EN,FL,China,S,China,100,"Azure, Python, Mathematics",Master,1,media,2024-10-11,2024-11-14,1214,9.2,Ai Innovations
AI00233,head of ai,84897,USD,MI,CT,Ireland,L,Ireland,0,"TensorFlow, Linux, Deep Learning, Hadoop",Associate,3,manufacturing,2024-10-07,2024-12-12,2463,5.9,Techcorp Inc
AI00234,ai research scientist,173839,USD,SE,FL,United States,M,United States,100,"TensorFlow, Azure, Tableau, Data Visualization, Hadoop",Bachelor,5,government,2025-02-04,2025-03-26,2409,5.1,Neural Networks Co
AI00235,ml ops engineer,59357,USD,EN,FT,South Korea,L,Israel,0,"NLP, Tableau, Kubernetes, SQL, GCP",Master,0,transportation,2024-03-22,2024-04-13,2247,8.5,Deeptech Ventures
AI00236,data scientist,51431,USD,EN,FL,Austria,M,United Kingdom,100,"Scala, Python, Data Visualization",Associate,0,transportation,2024-06-20,2024-07-20,2424,8.7,Digital Transformation Llc
AI00237,autonomous systems engineer,96506,USD,SE,FT,Ireland,S,Ireland,100,"Hadoop, Spark, Kubernetes, Scala",PhD,5,finance,2024-07-03,2024-07-27,2137,8.6,Cloud Ai Solutions
AI00238,data analyst,59198,USD,EN,FT,Canada,S,Switzerland,50,"Linux, Kubernetes, Data Visualization, TensorFlow, Docker",Master,1,manufacturing,2025-04-27,2025-06-09,2008,5.6,Algorithmic Solutions
AI00239,machine learning engineer,223757,EUR,EX,FL,Germany,S,Germany,0,"Git, Statistics, Data Visualization, Python, Scala",PhD,12,education,2025-03-29,2025-05-28,1269,7.3,Smart Analytics
AI00240,deep learning engineer,74322,EUR,EN,FT,France,L,France,0,"Hadoop, Spark, Tableau, R, Python",Bachelor,1,gaming,2024-12-16,2025-01-08,2090,7.9,Advanced Robotics
AI00241,research scientist,120749,USD,MI,FL,United States,M,Netherlands,50,"TensorFlow, MLOps, Kubernetes, SQL, Java",Associate,2,retail,2024-07-01,2024-08-30,1860,6.5,Cognitive Computing
AI00242,nlp engineer,138212,USD,EX,FT,Finland,S,Finland,50,"Hadoop, Azure, Java, MLOps",Master,15,media,2024-02-19,2024-03-25,1176,5.6,Future Systems
AI00243,robotics engineer,199039,USD,EX,PT,Canada,S,Canada,0,"Git, Docker, Statistics, Mathematics",Master,15,real estate,2024-09-19,2024-10-16,1566,6.2,Ai Innovations
AI00244,ai specialist,105699,USD,SE,FL,Singapore,S,Sweden,0,"Spark, Git, Hadoop",PhD,6,healthcare,2025-02-11,2025-03-23,593,6.6,Ai Innovations
AI00245,research scientist,38497,USD,EN,FL,Japan,S,Japan,100,"Python, Mathematics, PyTorch, Spark",Bachelor,0,consulting,2025-03-06,2025-05-09,2043,7.7,Datavision Ltd
AI00246,ai product manager,63141,USD,MI,CT,Japan,S,Japan,100,"R, Azure, MLOps",Associate,3,manufacturing,2024-12-09,2025-02-08,1662,5.2,Digital Transformation Llc
AI00247,ai specialist,87871,USD,SE,CT,Austria,L,United Kingdom,100,"Git, Statistics, Mathematics, Hadoop, Java",Master,9,telecommunications,2025-02-02,2025-04-16,906,9.1,Ai Innovations
AI00248,research scientist,255678,USD,EX,CT,United States,M,Australia,0,"SQL, Statistics, Mathematics, TensorFlow, GCP",Bachelor,18,telecommunications,2024-04-12,2024-06-08,2029,7.3,Datavision Ltd
AI00249,data analyst,132056,EUR,SE,CT,Netherlands,S,Netherlands,0,"Java, Azure, Tableau, Python",Master,7,gaming,2024-10-05,2024-10-23,1085,6.5,Digital Transformation Llc
AI00250,ai research scientist,146085,USD,SE,FT,United States,M,United States,100,"Git, Scala, NLP, Python",Associate,6,technology,2024-11-09,2025-01-14,1642,6.4,Cognitive Computing
AI00251,data engineer,85037,USD,MI,CT,Sweden,M,Sweden,50,"PyTorch, Python, Deep Learning, SQL, MLOps",Master,3,finance,2024-10-17,2024-12-05,931,8.0,Deeptech Ventures
AI00252,ai product manager,42661,USD,EN,PT,Ireland,M,Ireland,0,"Python, Linux, Tableau, SQL, MLOps",Bachelor,1,finance,2024-12-25,2025-01-13,783,8.0,Digital Transformation Llc
AI00253,deep learning engineer,119706,USD,SE,FL,Israel,L,Israel,50,"TensorFlow, Hadoop, Python, Java, Docker",Associate,7,retail,2024-09-13,2024-10-06,2429,5.9,Neural Networks Co
AI00254,computer vision engineer,110064,USD,EX,PT,Finland,M,Singapore,100,"PyTorch, Java, Kubernetes",Bachelor,10,finance,2024-10-10,2024-12-17,546,9.8,Smart Analytics
AI00255,research scientist,91090,USD,SE,FT,China,M,China,100,"Azure, PyTorch, NLP, TensorFlow",Associate,9,telecommunications,2025-01-28,2025-02-12,1136,6.2,Smart Analytics
AI00256,principal data scientist,80307,EUR,MI,FL,France,L,Norway,50,"Spark, Java, GCP",Master,4,retail,2024-08-28,2024-10-11,2097,7.4,Advanced Robotics
AI00257,ai product manager,107321,EUR,MI,PT,Germany,L,Ireland,0,"SQL, Python, GCP",Master,3,technology,2025-03-04,2025-04-14,1012,7.6,Autonomous Tech
AI00258,head of ai,59373,USD,EN,CT,Austria,L,Austria,0,"Python, GCP, Mathematics, Scala, Deep Learning",PhD,0,gaming,2024-07-17,2024-08-28,1833,5.3,Datavision Ltd
AI00259,machine learning researcher,65191,EUR,EN,PT,France,S,France,0,"GCP, Python, Azure, Scala",Master,0,education,2024-01-20,2024-02-21,1652,6.5,Predictive Systems
AI00260,robotics engineer,152969,USD,EX,FL,Austria,L,Austria,0,"TensorFlow, PyTorch, Spark",Associate,16,government,2025-04-19,2025-05-12,1811,8.4,Advanced Robotics
AI00261,research scientist,147893,USD,SE,FL,Switzerland,S,Switzerland,50,"R, Python, Data Visualization, TensorFlow",Associate,8,healthcare,2024-05-05,2024-06-19,1746,5.9,Predictive Systems
AI00262,principal data scientist,69807,USD,EN,FT,United States,L,United States,0,"Data Visualization, Scala, Python, SQL, Linux",Bachelor,0,transportation,2024-12-14,2024-12-31,1431,8.4,Smart Analytics
